index,pred,Preal,Prev
2020-01-16 10:00:00,1116.4229,1125.9,1075.897959039548
2020-01-16 11:00:00,1131.7438,1144.4,1114.5997810734466
2020-01-16 12:00:00,1139.7407,1155.3000000000004,1124.6454637476504
2020-01-16 13:00:00,1140.514,1158.9,1132.867575757576
2020-01-16 14:00:00,1165.9272,1172.9,1154.91459193707
2020-01-16 15:00:00,1182.6178,1199.5,1163.9202753195675
2020-01-16 16:00:00,1186.5676,1200.1,1149.9067453294006
2020-01-16 17:00:00,1150.3057,1207.9,1116.5952409046215
2020-01-16 18:00:00,1174.7181,1125.4500000000005,1066.8594444444443
2020-01-16 19:00:00,1343.3466,1192.87,1262.5872222222224
2020-01-16 20:00:00,1381.9729,1343.8,1317.407777777778
2020-01-16 21:00:00,1385.0669,1362.6,1358.6745263157895
2020-01-16 22:00:00,1398.5028,1379.98,1392.0
2020-01-16 23:00:00,1401.5245,1398.91,1366.2416842105265
2020-01-17 00:00:00,1384.6034,1383.62,1344.3845614035088
2020-01-17 01:00:00,1348.961,1358.39,1312.9324912280706
2020-01-17 02:00:00,1326.6466,1319.92,1277.3731929824564
2020-01-17 03:00:00,1288.8688,1301.79,1245.0
2020-01-17 04:00:00,1268.767,1253.9500000000005,1227.0
2020-01-17 05:00:00,1231.853,1228.7800000000002,1224.8693333333335
2020-01-17 06:00:00,1204.6653,1205.72,1205.4602309468826
2020-01-17 07:00:00,1098.2874,1022.87,1022.87
2020-01-17 08:00:00,1003.57446,1050.22,1050.22
2020-01-17 09:00:00,1084.2301,1102.22,1102.22
2020-01-17 10:00:00,1126.4014,1187.22,1127.22
2020-01-17 11:00:00,1188.4911,1174.0,1140.4533333333334
2020-01-17 12:00:00,1177.9795,1209.0,1149.187777777778
2020-01-17 13:00:00,1195.08,1131.0,1119.612777777778
2020-01-17 14:00:00,1138.9507,1197.0,1168.8116666666667
2020-01-17 15:00:00,1209.8849,1213.0,1177.307777777778
2020-01-17 16:00:00,1216.0175,1223.0,1157.7111111111112
2020-01-17 17:00:00,1207.1692,1159.0,1116.9522222222224
2020-01-17 18:00:00,1126.4988,1130.6,1077.5444444444445
2020-01-17 19:00:00,1324.4489,1315.5,1278.9716666666668
2020-01-17 20:00:00,1362.2526,1337.5,1334.2033333333334
2020-01-17 21:00:00,1380.1294,1381.4,1349.4816666666668
2020-01-17 22:00:00,1420.2144,1400.5,1381.9672222222223
2020-01-17 23:00:00,1406.8584,1421.8000000000004,1388.5672222222222
2020-01-18 00:00:00,1402.4742,1390.4,1361.1788888888889
2020-01-18 01:00:00,1350.1613,1326.5733642578125,
2020-01-18 02:00:00,1304.3126,1292.600830078125,
2020-01-18 03:00:00,1262.5479,1273.38330078125,
2020-01-18 04:00:00,1247.9631,1253.621826171875,
2020-01-18 05:00:00,1234.5701,1233.181884765625,
2020-01-18 06:00:00,1204.2992,1174.727783203125,
2020-01-18 07:00:00,1020.88495,1009.1999999999996,993.0488888888888
2020-01-18 08:00:00,1043.599,1012.6,958.6994265333334
2020-01-18 09:00:00,1062.3848,995.5,988.334273
2020-01-18 10:00:00,1015.0366,1032.4199999999996,990.1442542333332
2020-01-18 11:00:00,1060.431,1045.3000000000004,1008.824311
2020-01-18 12:00:00,1043.7849,1045.8,1008.6941479999996
2020-01-18 13:00:00,1039.7408,1041.9,1004.9008998599996
2020-01-18 14:00:00,1040.2157,1034.0,1046.2164174333334
2020-01-18 15:00:00,1030.6226,1027.3,1022.106925
2020-01-18 16:00:00,1016.93384,1044.6,1001.0592066666666
2020-01-18 17:00:00,1019.95483,984.5,976.9264
2020-01-18 18:00:00,1024.4657,1044.0,970.6807075
2020-01-18 19:00:00,1292.4904,1262.0,1219.6983012829455
2020-01-18 20:00:00,1319.7798,1283.0,1284.468333333333
2020-01-18 21:00:00,1322.2998,1317.11083984375,
2020-01-18 22:00:00,1348.5391,1323.200927734375,
2020-01-18 23:00:00,1322.3285,1355.976806640625,
2020-01-19 00:00:00,1329.9409,1322.4715576171875,
2020-01-19 01:00:00,1296.8561,1285.1170654296875,
2020-01-19 02:00:00,1256.87,1262.38916015625,
2020-01-19 03:00:00,1238.5503,1240.3533935546875,
2020-01-19 04:00:00,1213.9446,1220.5919189453125,
2020-01-19 05:00:00,1196.424,1200.1519775390625,
2020-01-19 06:00:00,1131.716,1141.6978759765625,
2020-01-19 07:00:00,982.1306,988.86,905.0
2020-01-19 08:00:00,993.5492,915.4399999999996,899.05
2020-01-19 09:00:00,903.13684,905.74,892.25
2020-01-19 10:00:00,890.4848,892.7000000000003,898.2333333333332
